xpath_id,source,xml_version,level,xpath,raw_group_root,group_root,master_detail,default_column_name,default_data_type,default_data_length,sample_value,group_level
2854,TP,1.0,5,/config/smsstate/smsconfig/autoAuxDv/@distribute,/config/smsstate/smsconfig/autoAuxDv,/config/smsstate/smsconfig,M,autoAuxDv_distribute,varchar,10,yes,4
326,DDI,1.0,5,/data/product_setting/official_page/virtual_analyzer/grid_filter,/data/product_setting/official_page/virtual_analyzer,/data/product_setting/official_page/virtual_analyzer,M,virtual_analyzer_grid_filter,int,,1,4
2804,TP,1.0,3,/config/smsstate/@hwaddr,/config/smsstate,/config,M,smsstate_hwaddr,varchar,30,00:0C:29:0E:CB:10,2
4701,DDI,1.0,6,/data/other/cav_ddna_meta/smb2/trans_cnt/h09,/data/other/cav_ddna_meta/smb2/trans_cnt,/data/other/cav_ddna_meta/smb2/trans_cnt,M,smb2_trans_cnt_h09,int,,104785,5
327,DDI,1.0,5,/data/product_setting/official_page/virtual_analyzer/network,/data/product_setting/official_page/virtual_analyzer,/data/product_setting/official_page/virtual_analyzer,M,virtual_analyzer_network,varchar,53,management,4
2813,TP,1.0,4,/config/smsstate/idAgentInfo/@agentGroups,/config/smsstate/idAgentInfo,/config/smsstate/idAgentInfo,M,idAgentInfo_agentGroups,int,,1,3
4758,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h18,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h18,int,,25224,5
321,DDI,1.0,5,/data/product_setting/official_page/notification/virtual_analyzer_detection,/data/product_setting/official_page/notification,/data/product_setting/official_page/notification,M,notification_virtual_analyzer_detection,int,,0,4
323,DDI,1.0,5,/data/product_setting/official_page/schedule_update/enable,/data/product_setting/official_page/schedule_update,/data/product_setting/official_page/schedule_update,M,schedule_update_enable,int,,0,4
2817,TP,1.0,4,/config/smsstate/idAgentInfo/@agentsOnWin2K12,/config/smsstate/idAgentInfo,/config/smsstate/idAgentInfo,M,idAgentInfo_agentsOnWin2K12,int,,28,3
4730,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/flow_cnt/h14,/data/other/cav_ddna_meta/smtp/flow_cnt,/data/other/cav_ddna_meta/smtp/flow_cnt,M,smtp_flow_cnt_h14,int,,320200,5
330,DDI,1.0,5,/data/product_setting/official_page/virtual_analyzer/va_type,/data/product_setting/official_page/virtual_analyzer,/data/product_setting/official_page/virtual_analyzer,M,virtual_analyzer_va_type,varchar,41,internal,4
2816,TP,1.0,4,/config/smsstate/idAgentInfo/@agents,/config/smsstate/idAgentInfo,/config/smsstate/idAgentInfo,M,idAgentInfo_agents,int,,18,3
4739,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/flow_cnt/h23,/data/other/cav_ddna_meta/smtp/flow_cnt,/data/other/cav_ddna_meta/smtp/flow_cnt,M,smtp_flow_cnt_h23,int,,12332,5
333,DDI,1.0,5,/data/product_setting/rdqa_page/cav_log_setting/xff_rewrite_by_http_proxy,/data/product_setting/rdqa_page/cav_log_setting,/data/product_setting/rdqa_page/cav_log_setting,M,cav_log_setting_xff_rewrite_by_http_proxy,int,,0,4
2827,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@dcOS,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_dcOS,nvarchar,max,"Microsoft Windows Server 2008 R2 Enterprise,Microsoft Windows Server 2008 R2 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft Windows Server 2008 R2 Enterprise,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft Windows Server 2008 R2 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsoft� Windows Server� 2008 Standard,Microsof",4
4580,DDI,1.0,6,/data/other/cav_ddna_meta/rdp/flow_cnt/h08,/data/other/cav_ddna_meta/rdp/flow_cnt,/data/other/cav_ddna_meta/rdp/flow_cnt,M,rdp_flow_cnt_h08,int,,15713,5
328,DDI,1.0,6,/data/product_setting/official_page/virtual_analyzer/sandbox_group/platform,/data/product_setting/official_page/virtual_analyzer/sandbox_group,/data/product_setting/official_page/virtual_analyzer,D,sandbox_group_platform,varchar,95,Microsoft Windows XP Professional SP3 Build 2600 32bit,5
2862,TP,1.0,6,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg/@minor,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg,/config/smsstate/smsconfig,D,auxDvPkg_minor,int,,7,5
334,DDI,1.0,5,/data/product_setting/rdqa_page/dtas_setting/detection_mode,/data/product_setting/rdqa_page/dtas_setting,/data/product_setting/rdqa_page/dtas_setting,M,dtas_setting_detection_mode,varchar,53,standard,4
2812,TP,1.0,4,/config/smsstate/fips-mode/@status,/config/smsstate/fips-mode,/config/smsstate,M,fips-mode_status,varchar,14,disabled,3
4709,DDI,1.0,6,/data/other/cav_ddna_meta/smb2/trans_cnt/h17,/data/other/cav_ddna_meta/smb2/trans_cnt,/data/other/cav_ddna_meta/smb2/trans_cnt,M,smb2_trans_cnt_h17,int,,159418,5
335,DDI,1.0,5,/data/product_setting/rdqa_page/dtas_setting/expire_day,/data/product_setting/rdqa_page/dtas_setting,/data/product_setting/rdqa_page/dtas_setting,M,dtas_setting_expire_day,int,,7,4
2821,TP,1.0,4,/config/smsstate/idAgentInfo/@loginEvents,/config/smsstate/idAgentInfo,/config/smsstate/idAgentInfo,M,idAgentInfo_loginEvents,bigint,,1006461,3
4766,DDI,1.0,4,/data/other/monitored_traffic/h01,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h01,int,,11128961776,3
329,DDI,1.0,6,/data/product_setting/official_page/virtual_analyzer/sandbox_group/sandbox_count,/data/product_setting/official_page/virtual_analyzer/sandbox_group,/data/product_setting/official_page/virtual_analyzer,D,sandbox_group_sandbox_count,int,,10,5
331,DDI,1.0,5,/data/product_setting/rdqa_page/cav_log_setting/mac_rewrite,/data/product_setting/rdqa_page/cav_log_setting,/data/product_setting/rdqa_page/cav_log_setting,M,cav_log_setting_mac_rewrite,int,,1,4
2825,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@blackListLen,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_blackListLen,int,,4,4
4738,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/flow_cnt/h22,/data/other/cav_ddna_meta/smtp/flow_cnt,/data/other/cav_ddna_meta/smtp/flow_cnt,M,smtp_flow_cnt_h22,int,,11761,5
338,DDI,1.0,5,/data/product_setting/rdqa_page/override_detection/atse_prefix,/data/product_setting/rdqa_page/override_detection,/data/product_setting/rdqa_page/override_detection,M,override_detection_atse_prefix,varchar,81,HTML_,4
2824,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@apiversion,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_apiversion,varchar,20,1.0,4
4747,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h07,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h07,int,,13876,5
341,DDI,1.0,6,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid,D,ecpid,int,,1,6
2835,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@whiteListLen,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_whiteListLen,int,,37,4
4588,DDI,1.0,6,/data/other/cav_ddna_meta/rdp/flow_cnt/h16,/data/other/cav_ddna_meta/rdp/flow_cnt,/data/other/cav_ddna_meta/rdp/flow_cnt,M,rdp_flow_cnt_h16,int,,17508,5
336,DDI,1.0,5,/data/product_setting/rdqa_page/dtas_setting/queue_type,/data/product_setting/rdqa_page/dtas_setting,/data/product_setting/rdqa_page/dtas_setting,M,dtas_setting_queue_type,varchar,35,LIFO,4
2870,TP,1.0,5,/config/smsstate/smsconfig/dvpkg/@patch,/config/smsstate/smsconfig/dvpkg,/config/smsstate/smsconfig,M,dvpkg_patch,int,,2,4
342,DDI,1.0,7,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid/@id,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid,D,ecpid_id,int,,29000000,6
2820,TP,1.0,4,/config/smsstate/idAgentInfo/@groups,/config/smsstate/idAgentInfo,/config/smsstate/idAgentInfo,M,idAgentInfo_groups,int,,17384,3
4717,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/flow_cnt/h01,/data/other/cav_ddna_meta/smtp/flow_cnt,/data/other/cav_ddna_meta/smtp/flow_cnt,M,smtp_flow_cnt_h01,int,,11066,5
343,DDI,1.0,5,/data/product_setting/rdqa_page/va_setting/atse_scan_range,/data/product_setting/rdqa_page/va_setting,/data/product_setting/rdqa_page/va_setting,M,va_setting_atse_scan_range,varchar,41,dropfile,4
2829,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@numDCs,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_numDCs,int,,15,4
4774,DDI,1.0,4,/data/other/monitored_traffic/h09,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h09,int,,1001867328,3
337,DDI,1.0,5,/data/product_setting/rdqa_page/dtas_setting/severity_filter,/data/product_setting/rdqa_page/dtas_setting,/data/product_setting/rdqa_page/dtas_setting,M,dtas_setting_severity_filter,int,,3,4
339,DDI,1.0,5,/data/product_setting/rdqa_page/override_detection/ruleid,/data/product_setting/rdqa_page/override_detection,/data/product_setting/rdqa_page/override_detection,M,override_detection_ruleid,int,,1786,4
2833,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@usrGrpPollingIntervalMins,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_usrGrpPollingIntervalMins,int,,60,4
4746,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h06,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h06,int,,10025,5
346,DDI,1.0,6,/data/product_setting/official_page/third_party/product/domain_so,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_domain_so,int,,0,5
2832,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@upTimeMins,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_upTimeMins,int,,1446139,4
4755,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h15,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h15,int,,121775,5
349,DDI,1.0,6,/data/product_setting/official_page/third_party/product/ip_so,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_ip_so,int,,0,5
2843,TP,1.0,7,/config/smsstate/ngfwHAClusters/haCluster/members/member/@configSyncState,/config/smsstate/ngfwHAClusters/haCluster/members/member,/config/smsstate/ngfwHAClusters/haCluster,D,member_configSyncState,varchar,16,OutOfSync,6
4596,DDI,1.0,6,/data/other/cav_ddna_meta/rdp/flow_cnt/h24,/data/other/cav_ddna_meta/rdp/flow_cnt,/data/other/cav_ddna_meta/rdp/flow_cnt,M,rdp_flow_cnt_h24,int,,12594,5
344,DDI,1.0,6,/data/product_setting/official_page/third_party/product/action,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_action,int,,1,5
2878,TP,1.0,8,/config/smsstate/smsconfig/entitlement/statuses/deviceStatus/detail/@enforcement,/config/smsstate/smsconfig/entitlement/statuses/deviceStatus/detail,/config/smsstate/smsconfig,D,detail_enforcement,varchar,10,ALLOW,7
350,DDI,1.0,6,/data/product_setting/official_page/third_party/product/name,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_name,varchar,35,xgs_0,5
2828,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@ldapsEnabled,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_ldapsEnabled,varchar,10,yes,4
4725,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/flow_cnt/h09,/data/other/cav_ddna_meta/smtp/flow_cnt,/data/other/cav_ddna_meta/smtp/flow_cnt,M,smtp_flow_cnt_h09,int,,289261,5
351,DDI,1.0,6,/data/product_setting/official_page/third_party/product/risk_level,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_risk_level,int,,3,5
2837,TP,1.0,5,/config/smsstate/ngfwHAClusters/haCluster/@enabled,/config/smsstate/ngfwHAClusters/haCluster,/config/smsstate/ngfwHAClusters/haCluster,D,haCluster_enabled,varchar,10,yes,4
4782,DDI,1.0,4,/data/other/monitored_traffic/h17,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h17,int,,11166820056,3
345,DDI,1.0,6,/data/product_setting/official_page/third_party/product/domain_cnc,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_domain_cnc,int,,0,5
347,DDI,1.0,6,/data/product_setting/official_page/third_party/product/enabled,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_enabled,int,,0,5
2841,TP,1.0,6,/config/smsstate/ngfwHAClusters/haCluster/clusterSettings/@smsConfigSync,/config/smsstate/ngfwHAClusters/haCluster/clusterSettings,/config/smsstate/ngfwHAClusters/haCluster,D,clusterSettings_smsConfigSync,varchar,10,yes,5
4754,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h14,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h14,int,,123059,5
354,TMCM,2.0,2,/pr/@version,/pr,/pr,M,pr_version,numeric,"2,1",1.0,1
2840,TP,1.0,6,/config/smsstate/ngfwHAClusters/haCluster/clusterSettings/@hardwareChk,/config/smsstate/ngfwHAClusters/haCluster/clusterSettings,/config/smsstate/ngfwHAClusters/haCluster,D,clusterSettings_hardwareChk,varchar,10,yes,5
4763,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h23,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h23,int,,12063,5
357,TMCM,2.0,4,/pr/Account/Browser/@Type,/pr/Account/Browser,/pr/Account/Browser,D,Browser_Type,varchar,13,Firefox,3
2851,TP,1.0,4,/config/smsstate/smsconfig/@cfgupload,/config/smsstate/smsconfig,/config/smsstate/smsconfig,M,smsconfig_cfgupload,varchar,10,off,3
4604,DDI,1.0,6,/data/other/cav_ddna_meta/rdp/trans_cnt/h08,/data/other/cav_ddna_meta/rdp/trans_cnt,/data/other/cav_ddna_meta/rdp/trans_cnt,M,rdp_trans_cnt_h08,int,,15713,5
352,DDI,1.0,6,/data/product_setting/official_page/third_party/product/url_cnc,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_url_cnc,int,,0,5
2886,TP,1.0,5,/config/smsstate/smsconfig/license/@count,/config/smsstate/smsconfig/license,/config/smsstate/smsconfig,M,license_count,int,,105,4
358,TMCM,2.0,4,/pr/Account/UserAccount/@LastLoginTime,/pr/Account/UserAccount,/pr/Account/UserAccount,D,UserAccount_LastLoginTime,datetime,,2015-08-31T20:03:03.393,3
2836,TP,1.0,5,/config/smsstate/idAgentInfo/agentInfo/@wsPollingEnabled,/config/smsstate/idAgentInfo/agentInfo,/config/smsstate/idAgentInfo,D,agentInfo_wsPollingEnabled,varchar,10,no,4
4733,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/flow_cnt/h17,/data/other/cav_ddna_meta/smtp/flow_cnt,/data/other/cav_ddna_meta/smtp/flow_cnt,M,smtp_flow_cnt_h17,int,,163737,5
359,TMCM,2.0,4,/pr/Account/UserAccount/@Role,/pr/Account/UserAccount,/pr/Account/UserAccount,D,UserAccount_Role,varchar,70,Administrator_and_DLP_Compliance_Officer,3
2845,TP,1.0,7,/config/smsstate/ngfwHAClusters/haCluster/members/member/@state,/config/smsstate/ngfwHAClusters/haCluster/members/member,/config/smsstate/ngfwHAClusters/haCluster,D,member_state,varchar,30,Active No Partner,6
4790,DDI,1.0,4,/data/other/xdd_stat/cav_record,/data/other/xdd_stat,/data/other/xdd_stat,M,xdd_stat_cav_record,int,,11222,3
353,DDI,1.0,6,/data/product_setting/official_page/third_party/product/url_so,/data/product_setting/official_page/third_party/product,/data/product_setting/official_page/third_party/product,D,product_url_so,int,,0,5
355,TMCM,2.0,4,/pr/Account/Browser/@LastUpdateTime,/pr/Account/Browser,/pr/Account/Browser,D,Browser_LastUpdateTime,datetime,,2015-08-27T14:08:20.660,3
2849,TP,1.0,4,/config/smsstate/service-mode/@enabled,/config/smsstate/service-mode,/config/smsstate/service-mode,M,service-mode_enabled,varchar,10,yes,3
4762,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h22,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h22,int,,13787,5
362,TMCM,2.0,4,/pr/Account/UserAccount/@WeeklyLoginCount,/pr/Account/UserAccount,/pr/Account/UserAccount,D,UserAccount_WeeklyLoginCount,int,,34,3
2848,TP,1.0,6,/config/smsstate/ngfwHAClusters/haCluster/traffic/@encryptedTraffic,/config/smsstate/ngfwHAClusters/haCluster/traffic,/config/smsstate/ngfwHAClusters/haCluster,D,traffic_encryptedTraffic,varchar,10,yes,5
4771,DDI,1.0,4,/data/other/monitored_traffic/h06,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h06,int,,12367527288,3
365,TMCM,2.0,4,/pr/AdHocQuery/View/@TotalCount,/pr/AdHocQuery/View,/pr/AdHocQuery/View,D,View_TotalCount,int,,1388,3
2859,TP,1.0,6,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg/@active,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg,/config/smsstate/smsconfig,D,auxDvPkg_active,varchar,10,true,5
4612,DDI,1.0,6,/data/other/cav_ddna_meta/rdp/trans_cnt/h16,/data/other/cav_ddna_meta/rdp/trans_cnt,/data/other/cav_ddna_meta/rdp/trans_cnt,M,rdp_trans_cnt_h16,int,,18092,5
360,TMCM,2.0,4,/pr/Account/UserAccount/@Type,/pr/Account/UserAccount,/pr/Account/UserAccount,D,UserAccount_Type,varchar,10,CM,3
2894,TP,1.0,5,/config/smsstate/smsconfig/smsAuthType/@authType,/config/smsstate/smsconfig/smsAuthType,/config/smsstate/smsconfig,M,smsAuthType_authType,varchar,11,RADIUS,4
366,TMCM,2.0,4,/pr/ADministration/AD/@Enable,/pr/ADministration/AD,/pr/ADministration/AD,M,Administration_AD_Enable,int,,1,3
2844,TP,1.0,7,/config/smsstate/ngfwHAClusters/haCluster/members/member/@serialNumber,/config/smsstate/ngfwHAClusters/haCluster/members/member,/config/smsstate/ngfwHAClusters/haCluster,D,member_serialNumber,varchar,35,X-NGF-S3020F-TAC-703,6
4741,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h01,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h01,int,,23002,5
367,TMCM,2.0,4,/pr/ADministration/Cascading/@Enable,/pr/ADministration/Cascading,/pr/ADministration/Cascading,M,Administration_Cascading_Enable,int,,0,3
2853,TP,1.0,5,/config/smsstate/smsconfig/autoAuxDv/@activate,/config/smsstate/smsconfig/autoAuxDv,/config/smsstate/smsconfig,M,autoAuxDv_activate,varchar,10,yes,4
4798,DDI,1.0,4,/data/other/xdd_stat/netbios_record,/data/other/xdd_stat,/data/other/xdd_stat,M,xdd_stat_netbios_record,int,,1030,3
361,TMCM,2.0,4,/pr/Account/UserAccount/@UserGuid,/pr/Account/UserAccount,/pr/Account/UserAccount,D,UserAccount_UserGuid,varchar,63,631619B2-8B27-4041-89C8-9EE4160C41E7,3
363,TMCM,2.0,4,/pr/AdHocQuery/View/@LastUpdateTime,/pr/AdHocQuery/View,/pr/AdHocQuery/View,D,View_LastUpdateTime,datetime,,2015-08-31T18:31:31.507,3
2857,TP,1.0,5,/config/smsstate/smsconfig/autodv/@distribute,/config/smsstate/smsconfig/autodv,/config/smsstate/smsconfig,M,autodv_distribute,varchar,10,yes,4
4770,DDI,1.0,4,/data/other/monitored_traffic/h05,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h05,int,,12049470256,3
370,TMCM,2.0,4,/pr/ADministration/InternalProxy/@Enable,/pr/ADministration/InternalProxy,/pr/ADministration/InternalProxy,M,Administration_InternalProxy_Enable,int,,0,3
2856,TP,1.0,5,/config/smsstate/smsconfig/autodv/@activate,/config/smsstate/smsconfig/autodv,/config/smsstate/smsconfig,M,autodv_activate,varchar,10,yes,4
4779,DDI,1.0,4,/data/other/monitored_traffic/h14,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h14,int,,12087760608,3
373,TMCM,2.0,4,/pr/CriticalEventsInfo/Summary/@ThreatType,/pr/CriticalEventsInfo/Summary,/pr/CriticalEventsInfo/Summary,D,Summary_ThreatType,nvarchar,72,~menace persistante avancée connue( apt)~,3
2867,TP,1.0,5,/config/smsstate/smsconfig/dvpkg/@buildid,/config/smsstate/smsconfig/dvpkg,/config/smsstate/smsconfig,M,dvpkg_buildid,bigint,,32517,4
4620,DDI,1.0,6,/data/other/cav_ddna_meta/rdp/trans_cnt/h24,/data/other/cav_ddna_meta/rdp/trans_cnt,/data/other/cav_ddna_meta/rdp/trans_cnt,M,rdp_trans_cnt_h24,int,,12594,5
368,TMCM,2.0,4,/pr/ADministration/Favorite/@Enable,/pr/ADministration/Favorite,/pr/ADministration/Favorite,M,Administration_Favorite_Enable,int,,0,3
2902,TP,1.0,5,/config/smsstate/smsconfig/smspkg/@buildid,/config/smsstate/smsconfig/smspkg,/config/smsstate/smsconfig,D,smspkg_buildid,bigint,,106872,4
374,TMCM,2.0,4,/pr/Directory/CustomFilter/@TotalCount,/pr/Directory/CustomFilter,/pr/Directory/CustomFilter,M,CustomFilter_TotalCount,int,,0,3
2852,TP,1.0,4,/config/smsstate/smsconfig/@ipPosture,/config/smsstate/smsconfig,/config/smsstate/smsconfig,M,smsconfig_ipPosture,varchar,16,IPv4+IPv6,3
4749,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h09,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h09,int,,105451,5
375,TMCM,2.0,4,/pr/Directory/CustomTag/@TotalCount,/pr/Directory/CustomTag,/pr/Directory/CustomTag,M,CustomTag_TotalCount,int,,0,3
2861,TP,1.0,6,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg/@major,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg,/config/smsstate/smsconfig,D,auxDvPkg_major,int,,3,5
4806,DDI,1.0,5,/data/product_info/hardware_info/nic/eth15,/data/product_info/hardware_info/nic,/data/product_info/hardware_info/nic,M,nic_eth15,varchar,189,17:00.1 Ethernet controller: Intel Corporation 82571EB/82571GB Gigabit Ethernet Controller (Copper) (rev 06),4
369,TMCM,2.0,4,/pr/ADministration/HPTippingPoint/@Enable,/pr/ADministration/HPTippingPoint,/pr/ADministration/HPTippingPoint,M,Administration_HPTippingPoint_Enable,int,,0,3
371,TMCM,2.0,4,/pr/CriticalEventsInfo/Summary/@HighPriorityUsers,/pr/CriticalEventsInfo/Summary,/pr/CriticalEventsInfo/Summary,D,Summary_HighPriorityUsers,int,,0,3
2865,TP,1.0,5,/config/smsstate/smsconfig/csw/@activated,/config/smsstate/smsconfig/csw,/config/smsstate/smsconfig,M,csw_activated,varchar,10,yes,4
4778,DDI,1.0,4,/data/other/monitored_traffic/h13,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h13,int,,11990177800,3
378,TMCM,2.0,4,/pr/Directory/FilterQuery/@TotalCount,/pr/Directory/FilterQuery,/pr/Directory/FilterQuery,D,FilterQuery_TotalCount,int,,30,3
2864,TP,1.0,6,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg/@subtype,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg,/config/smsstate/smsconfig,D,auxDvPkg_subtype,varchar,13,Malware,5
4787,DDI,1.0,4,/data/other/monitored_traffic/h22,/data/other/monitored_traffic,/data/other/monitored_traffic,M,monitored_traffic_h22,int,,10356987608,3
381,TMCM,2.0,4,/pr/Directory/Isolate/@TotalCount,/pr/Directory/Isolate,/pr/Directory/Isolate,D,Isolate_TotalCount,int,,10,3
2875,TP,1.0,7,/config/smsstate/smsconfig/entitlement/statuses/deviceStatus/@serial,/config/smsstate/smsconfig/entitlement/statuses/deviceStatus,/config/smsstate/smsconfig,D,deviceStatus_serial,varchar,51,X-TPS-8200TX-0E258C8A95B7A38A,6
4628,DDI,1.0,6,/data/other/cav_ddna_meta/smb/flow_cnt/h08,/data/other/cav_ddna_meta/smb/flow_cnt,/data/other/cav_ddna_meta/smb/flow_cnt,M,smb_flow_cnt_h08,int,,10594,5
376,TMCM,2.0,4,/pr/Directory/FilterQuery/@FilterID,/pr/Directory/FilterQuery,/pr/Directory/FilterQuery,D,FilterQuery_FilterID,varchar,10,A_12,3
2910,TP,1.0,6,/config/smsstate/smsconfig/smsTlsProtocolVersions/deviceAuthTlsProtocolVersion/@tlsv12,/config/smsstate/smsconfig/smsTlsProtocolVersions/deviceAuthTlsProtocolVersion,/config/smsstate/smsconfig,M,deviceAuthTlsProtocolVersion_tlsv12,varchar,10,false,5
382,TMCM,2.0,4,/pr/Directory/LabelCriteriaSetting/@TotalCount,/pr/Directory/LabelCriteriaSetting,/pr/Directory/LabelCriteriaSetting,M,LabelCriteriaSetting_TotalCount,int,,0,3
2860,TP,1.0,6,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg/@buildid,/config/smsstate/smsconfig/auxDvPkgs/auxDvPkg,/config/smsstate/smsconfig,D,auxDvPkg_buildid,bigint,,1131,5
4757,DDI,1.0,6,/data/other/cav_ddna_meta/smtp/trans_cnt/h17,/data/other/cav_ddna_meta/smtp/trans_cnt,/data/other/cav_ddna_meta/smtp/trans_cnt,M,smtp_trans_cnt_h17,int,,108521,5
383,TMCM,2.0,4,/pr/Directory/RetroScan/@LastUpdateTime,/pr/Directory/RetroScan,/pr/Directory/RetroScan,D,RetroScan_LastUpdateTime,datetime,,2015-07-24T12:20:49.103,3
2869,TP,1.0,5,/config/smsstate/smsconfig/dvpkg/@minor,/config/smsstate/smsconfig/dvpkg,/config/smsstate/smsconfig,M,dvpkg_minor,int,,2,4
